period,strategy,total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,win_rate,trades
full_sample,buy_and_hold,26.586447,0.105458,0.185981,0.567038,-0.551947,0.540242,1.0
full_sample,dual_momentum_rotation,3.613957,0.047298,0.109322,0.432648,-0.460278,0.536155,792.0
full_sample,top2_relative_strength_rotation,3.613957,0.047298,0.109322,0.432648,-0.460278,0.536155,792.0
full_sample,regime_defensive_rotation,2.693569,0.040279,0.099957,0.402966,-0.431013,0.537257,742.0
