strategy,total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,win_rate,trades
buy_and_hold,0.0215345,0.16014183333333334,0.2471971666666667,-0.3580071666666667,-0.07947616666666667,0.5055016666666666,1.0
regime_defensive_rotation,-0.01343,-0.10097833333333334,0.03507633333333333,-2.7738573333333334,-0.01343,0.0,1.0
